First_pokemon,Second_pokemon,Winner
258,58,58
520,575,520
624,597,624
244,12,244
267,586,586
415,565,565
450,436,450
91,437,91
498,469,469
350,169,169
184,2,2
609,550,550
507,474,474
501,584,584
188,298,188
203,494,494
379,543,543
650,237,237
637,289,289
577,565,565
37,267,267
31,92,92
273,339,339
160,573,573
247,451,451
484,319,484
386,63,386
612,714,612
235,708,708
304,279,279
384,337,384
241,93,93
342,275,275
539,452,452
195,205,205
563,584,584
365,241,241
205,653,653
409,686,409
30,292,292
435,100,100
488,326,488
278,15,278
302,59,59
356,582,582
6,269,6
541,207,207
356,127,127
489,709,489
118,242,118
231,481,481
138,352,352
376,307,376
323,210,210
705,226,226
499,548,499
229,153,229
185,526,185
675,241,241
455,633,455
163,680,163
667,146,146
329,330,330
472,146,472
478,255,255
142,229,142
644,283,644
342,457,457
392,154,392
267,480,480
414,400,400
244,69,244
587,275,587
665,123,123
48,138,48
520,211,211
392,424,424
598,162,162
374,142,142
543,486,486
248,675,248
16,332,16
209,165,209
348,708,348
415,283,415
413,144,144
346,36,36
336,521,521
516,539,516
331,66,66
688,78,78
276,102,276
358,241,241
596,322,322
540,339,339
482,480,482
475,185,475
384,716,716
625,281,625
675,83,83
296,373,373
149,563,149
100,145,145
254,340,254
57,609,609
215,183,215
459,575,575
527,691,527
396,394,396
470,218,470
441,533,441
362,179,362
157,121,121
198,586,586
559,404,404
257,178,178
90,306,306
466,104,104
401,378,378
498,210,210
310,244,310
53,656,53
274,497,497
390,322,390
258,51,51
278,598,598
275,73,73
67,379,379
653,84,84
500,451,451
642,124,642
717,192,717
702,432,432
720,224,224
289,543,289
534,643,643
137,561,561
624,458,624
160,30,160
180,685,685
266,2,2
547,20,547
12,50,50
665,218,665
137,232,232
186,188,188
266,264,264
476,704,704
427,369,427
121,196,121
412,493,493
323,123,123
43,638,638
159,632,632
5,489,489
112,309,112
691,337,337
529,318,529
443,238,238
183,1,1
467,335,335
366,571,571
176,686,686
73,231,73
668,242,668
530,200,530
618,413,413
18,387,18
356,305,305
333,619,619
258,232,232
466,551,551
61,38,38
257,335,335
561,371,561
435,413,435
205,428,428
104,303,303
701,690,701
300,105,300
127,78,78
514,690,514
188,432,432
165,236,165
114,481,481
604,464,464
177,433,177
220,529,529
19,526,526
48,326,326
486,606,486
443,550,550
200,563,200
423,163,163
164,694,694
585,255,585
550,321,550
289,284,289
624,35,624
410,207,207
564,246,246
170,291,291
343,526,343
334,613,334
620,298,620
487,393,487
365,312,312
52,305,305
290,225,225
685,280,685
636,459,636
113,356,356
605,8,8
359,574,359
522,702,702
434,65,65
524,686,686
228,591,228
135,716,135
697,253,253
158,618,158
518,216,216
387,577,387
157,717,157
101,484,101
636,606,636
331,554,554
25,382,382
4,375,4
415,606,415
457,47,457
477,267,267
435,160,435
184,34,34
613,17,17
24,600,600
285,657,657
631,306,631
215,186,215
111,355,355
110,487,487
525,298,298
21,259,21
368,384,384
582,558,558
237,153,237
20,637,637
569,144,144
86,200,200
270,380,380
79,716,716
177,14,177
295,70,295
25,209,25
385,42,385
345,612,612
181,631,631
227,385,385
144,241,241
528,339,528
452,166,452
441,557,441
348,81,81
524,220,524
274,115,115
515,627,515
699,44,699
505,264,264
286,622,622
70,341,70
585,583,585
101,597,597
554,284,284
714,676,676
715,53,715
30,76,30
316,550,550
6,538,6
21,603,21
107,450,107
59,346,59
58,422,58
302,53,53
612,530,612
316,96,96
191,353,353
546,324,324
570,519,570
319,259,319
195,447,447
692,149,149
673,520,673
35,371,371
340,144,144
414,470,470
339,659,339
196,204,196
127,11,127
319,108,319
553,374,553
127,664,127
174,76,76
255,405,405
505,555,555
449,636,636
246,628,628
83,51,51
398,543,398
232,376,376
441,57,57
472,700,472
516,468,516
2,93,93
549,4,549
16,453,16
240,431,431
705,390,390
357,678,678
697,618,697
35,600,600
78,650,78
45,326,326
154,483,483
20,15,20
662,187,662
709,37,37
35,13,13
543,591,543
450,305,450
637,354,637
154,189,189
376,72,72
334,38,38
197,273,197
676,247,676
103,457,457
580,12,12
70,266,70
674,531,531
719,80,719
688,201,688
86,504,86
182,174,182
251,266,251
6,392,392
439,373,373
137,529,529
200,363,200
39,189,189
31,543,31
283,88,88
628,355,355
17,360,17
265,2,2
461,561,461
516,445,445
210,408,408
410,620,620
665,212,212
137,569,569
43,222,222
642,615,642
531,179,531
227,672,227
362,396,362
184,256,256
307,451,451
119,149,149
293,591,591
517,686,686
185,213,185
214,497,497
29,387,29
468,570,468
512,300,512
392,710,392
663,660,663
20,30,20
235,490,490
347,21,347
7,695,695
155,384,384
720,105,105
637,427,637
587,200,587
688,107,107
622,12,12
492,588,492
76,150,150
708,668,668
135,225,135
339,125,125
289,87,289
63,104,104
548,265,548
250,328,250
352,366,352
714,713,713
83,662,662
401,256,256
29,93,93
371,695,695
561,226,561
272,67,272
75,137,137
229,423,229
139,234,234
555,181,555
139,579,139
276,92,92
696,371,371
623,206,206
621,59,59
417,579,417
456,582,456
365,515,365
44,290,290
530,590,530
191,179,179
86,660,660
364,457,457
670,116,116
292,50,50
178,623,178
502,468,468
104,393,393
373,528,528
343,518,343
269,200,200
451,329,329
213,155,155
587,609,587
616,225,225
399,201,201
560,279,279
415,73,73
188,298,188
566,650,566
516,329,516
216,539,539
49,211,49
679,527,527
424,63,424
474,659,474
642,350,642
450,278,450
374,50,50
492,126,492
167,371,371
488,113,488
135,638,135
223,645,645
72,197,72
336,119,119
233,677,677
2,548,2
445,616,445
404,494,494
414,251,251
377,374,377
106,133,106
8,547,547
511,48,511
119,431,431
549,528,528
162,436,162
46,433,433
716,701,701
596,552,596
630,54,630
692,578,692
657,104,657
338,6,6
658,291,291
716,559,716
402,213,402
120,262,120
169,394,169
440,390,390
383,188,383
147,409,409
371,543,543
633,533,533
650,184,184
85,397,85
451,476,451
274,22,22
469,517,469
635,123,123
305,472,472
459,717,717
286,224,286
284,562,284
687,149,149
44,634,634
95,120,120
298,306,306
69,524,69
418,452,452
214,669,214
294,56,56
409,46,409
163,240,240
90,683,90
195,249,249
270,555,555
438,630,630
438,322,438
154,225,154
663,195,663
200,294,294
363,261,261
118,607,118
259,655,655
612,133,612
70,268,70
516,199,516
619,35,619
300,566,566
684,444,684
368,172,172
7,521,521
44,128,128
582,574,574
33,211,211
44,191,44
283,545,545
696,511,511
572,673,572
561,36,561
105,405,105
265,720,720
305,675,675
245,323,245
578,388,388
469,493,493
17,417,417
613,328,613
153,209,153
516,614,516
258,497,497
708,511,511
372,99,99
178,570,570
538,690,538
563,70,70
633,536,536
81,94,81
322,155,155
129,643,643
641,291,291
602,536,536
607,388,388
543,374,543
198,213,198
620,303,620
87,177,177
211,603,211
99,510,510
228,68,228
260,304,260
576,394,576
565,46,565
484,522,484
560,524,560
537,44,537
617,160,617
630,277,277
349,192,192
592,263,263
92,378,92
560,272,272
713,474,474
233,130,130
282,392,392
53,17,53
332,418,418
409,623,623
77,38,38
465,711,711
195,321,321
303,508,508
595,243,243
339,136,136
141,370,370
422,337,337
48,141,141
438,229,229
558,538,538
148,572,572
667,75,75
5,264,264
713,316,316
154,35,154
439,559,559
355,714,714
491,198,491
150,618,150
539,38,38
568,112,112
415,3,3
55,458,55
505,147,505
137,410,137
700,625,625
393,160,160
436,103,103
156,716,716
587,188,587
674,264,264
251,348,251
324,67,67
393,441,441
393,30,30
204,47,47
53,438,438
595,240,240
456,278,278
470,66,470
314,378,314
417,222,417
233,414,414
17,578,17
121,198,121
130,434,130
316,81,81
42,99,42
105,68,68
498,407,407
615,570,615
178,702,702
646,287,646
476,76,76
721,48,721
625,180,625
417,113,417
581,292,581
241,10,241
25,254,254
152,291,291
376,399,376
275,96,275
608,81,608
508,81,508
592,398,398
321,323,321
88,351,351
469,391,469
493,147,493
25,10,25
650,309,309
505,526,526
584,148,584
698,120,120
109,410,109
609,409,609
336,486,486
336,292,292
523,465,523
715,573,715
576,456,456
176,193,193
481,125,125
21,328,328
34,419,419
270,281,281
501,275,275
588,354,354
237,356,356
381,476,381
467,559,467
521,34,521
182,310,310
403,280,403
176,8,8
147,366,147
4,63,63
580,458,580
711,179,711
83,401,83
181,582,181
95,450,450
640,28,640
172,450,450
373,431,373
627,26,26
627,26,32
627,32,26
627,32,32
293,195,195
247,111,247
648,179,648
170,613,170
275,8,275
203,526,526
307,721,721
375,260,260
634,378,634
549,614,549
455,689,689
274,291,291
610,89,610
488,98,488
36,663,663
572,406,572
281,199,281
359,2,359
199,318,318
196,312,196
573,329,573
385,352,385
84,139,84
697,285,697
429,230,429
590,145,145
470,351,470
467,6,6
275,653,275
498,693,693
712,667,667
287,199,199
117,618,117
123,697,123
562,483,483
392,247,392
480,435,480
76,270,76
179,694,694
155,137,155
398,410,398
399,255,255
675,613,675
52,347,52
140,609,609
278,239,239
640,288,640
385,5,385
233,467,467
630,603,630
176,255,255
472,146,472
449,466,449
26,663,663
32,663,663
119,653,119
440,187,187
10,663,663
39,669,669
721,141,141
673,483,483
340,397,397
118,280,118
514,553,514
200,39,39
191,293,191
697,327,697
638,327,638
172,222,172
254,287,254
621,557,557
621,523,523
165,569,569
22,136,22
710,84,84
435,599,599
3,310,310
55,222,55
613,360,613
43,612,612
307,106,106
415,353,415
692,592,592
540,652,652
343,671,671
178,276,178
298,333,333
219,684,684
69,604,604
606,24,24
610,243,243
504,133,133
613,371,371
388,364,364
607,370,370
540,423,540
84,662,662
387,303,303
114,692,114
255,477,477
329,260,329
229,273,229
248,676,676
279,441,441
367,292,292
608,459,608
500,676,676
380,444,380
665,491,491
644,195,195
178,449,178
514,258,514
377,118,118
448,381,381
697,292,697
619,263,619
257,235,257
519,144,144
519,655,655
611,222,611
182,112,182
45,202,45
668,46,668
153,109,153
36,457,457
692,52,52
295,548,295
634,717,717
321,478,478
400,305,400
709,155,155
505,192,505
250,472,472
481,31,481
94,196,196
683,574,574
249,706,249
59,422,59
420,320,320
432,87,432
288,567,567
627,142,142
656,635,635
610,154,154
334,486,486
76,289,289
149,672,149
401,680,680
562,484,484
591,163,163
628,74,628
356,429,429
377,416,377
578,287,287
207,703,207
492,441,492
711,588,711
333,359,359
571,592,592
283,586,586
477,235,235
304,618,618
324,474,474
720,638,638
612,190,612
38,542,38
107,123,123
718,292,718
135,22,135
353,281,281
717,275,717
425,557,425
169,111,111
571,579,571
72,70,72
161,187,187
331,378,378
708,49,49
257,540,257
197,418,418
237,199,237
687,134,687
271,339,339
450,648,648
372,203,203
585,302,585
328,102,102
500,577,500
536,396,396
368,546,546
203,344,203
269,699,269
569,650,569
195,708,708
558,396,396
69,303,303
617,74,617
483,574,483
450,710,710
569,472,472
114,546,546
549,656,549
482,370,482
73,431,73
713,25,713
550,662,550
152,563,152
19,155,19
369,258,369
621,468,468
592,350,350
148,454,454
81,271,271
452,221,452
104,529,529
120,319,319
473,306,473
551,637,637
559,703,703
34,553,553
212,123,123
36,572,572
681,310,310
436,129,436
539,377,539
244,315,244
476,410,476
161,519,519
304,146,146
470,489,470
45,449,45
387,594,594
31,602,31
447,186,186
191,310,310
654,3,3
372,339,339
581,585,581
16,348,16
336,550,550
695,190,695
229,398,398
236,522,522
317,514,514
583,548,583
667,564,564
150,251,150
302,401,401
504,294,294
322,584,584
456,429,429
39,76,76
170,200,200
508,416,508
118,416,118
131,457,457
175,330,330
662,388,662
521,68,521
387,330,330
440,62,62
587,35,587
455,213,455
685,630,630
533,57,57
251,500,251
76,495,495
550,106,550
107,545,545
527,345,527
123,351,123
584,389,584
106,380,380
587,583,587
687,154,154
508,417,417
35,8,8
543,673,673
176,209,176
466,379,466
525,127,127
201,438,201
619,386,386
634,435,435
555,259,555
47,540,540
648,484,484
204,449,449
376,178,178
457,447,457
628,285,628
182,150,150
76,693,693
38,463,38
260,502,502
630,13,630
354,585,585
576,418,418
517,548,548
542,175,542
409,65,409
237,633,237
319,326,319
411,87,87
698,98,98
315,693,315
596,287,596
544,6,6
2,318,318
336,530,530
91,128,128
34,678,678
576,541,576
232,354,354
178,382,178
613,692,692
155,655,655
575,332,332
406,341,406
206,54,54
716,515,716
306,335,335
514,505,514
241,205,241
448,130,448
462,499,462
116,689,689
663,284,663
664,442,442
64,695,695
619,104,619
239,41,239
160,671,160
294,572,572
185,218,185
708,161,161
102,103,103
613,678,678
197,59,59
343,601,601
164,12,12
391,469,469
395,521,521
78,616,78
45,698,45
600,149,149
94,513,94
251,692,251
348,540,348
293,366,366
52,68,68
93,267,93
504,630,630
536,646,646
38,641,641
58,10,58
75,554,554
328,277,277
558,331,558
548,171,171
463,205,463
486,505,486
219,644,644
186,349,349
249,355,249
643,640,640
30,76,30
364,245,245
363,589,363
503,547,547
1,179,1
170,703,170
680,702,702
450,712,450
486,111,486
515,391,391
601,442,601
529,315,529
377,229,229
490,56,490
628,440,628
318,26,26
318,26,32
318,32,26
318,32,32
453,21,21
279,377,279
373,308,373
510,25,510
635,661,635
106,409,106
15,633,15
667,101,101
30,87,87
98,676,676
407,433,407
580,133,133
493,428,493
636,52,52
526,94,526
520,491,491
5,485,5
662,61,61
135,599,135
619,284,619
563,237,237
244,469,244
88,321,321
655,663,663
136,169,169
632,680,632
564,644,644
64,383,64
676,367,676
262,585,585
270,267,267
570,549,549
222,548,222
248,632,632
514,215,215
600,471,471
255,613,255
10,84,84
140,279,279
644,424,424
477,539,539
330,624,330
355,412,412
109,362,362
332,227,227
522,715,715
492,230,492
374,2,2
307,711,711
350,387,350
504,475,475
88,205,205
61,398,398
38,410,38
619,624,619
62,21,21
97,246,97
219,449,449
680,333,333
281,635,635
542,76,542
398,13,398
37,280,37
248,706,706
50,252,50
234,578,234
699,223,223
440,508,508
127,213,127
353,404,404
438,88,88
257,401,257
257,652,257
238,595,595
685,315,685
72,52,52
86,130,130
258,391,391
398,395,398
122,170,122
318,372,318
426,672,426
621,225,225
161,100,100
627,361,627
550,390,550
331,699,699
368,341,368
126,604,126
526,669,526
47,448,448
289,199,289
37,243,243
549,486,486
708,617,617
254,159,254
394,585,585
606,392,392
126,696,126
497,340,497
497,57,497
347,509,347
402,44,402
268,235,268
511,107,107
442,131,131
324,339,339
488,580,488
203,685,203
378,299,378
381,108,381
394,296,394
259,442,259
348,586,348
527,142,142
692,29,692
541,275,275
371,299,371
480,404,480
486,101,101
596,10,596
655,249,249
542,65,65
390,365,365
382,395,382
171,541,171
628,579,628
201,376,376
150,191,150
320,287,320
539,197,539
391,149,391
490,474,490
355,537,537
197,279,279
162,660,162
88,534,534
583,376,376
517,16,16
451,662,662
224,341,224
25,272,25
710,602,602
451,468,468
565,117,117
88,721,721
494,225,494
112,715,715
469,559,469
703,335,335
211,277,277
383,354,383
216,46,216
68,263,263
659,41,659
585,375,585
467,172,467
75,630,630
393,705,705
69,616,69
607,34,34
325,567,567
277,28,277
360,80,80
344,134,344
444,330,330
2,175,2
219,444,444
197,579,197
475,170,475
188,419,419
638,45,638
285,510,510
157,122,157
418,498,418
583,358,358
535,520,520
368,83,83
265,611,611
422,213,422
658,451,658
52,357,52
128,185,128
